restaurant_name,number,review
Jasmine's Restaurant,17,Tasty food and friendly people. Our meal was quick and hot and ready to go.  Had the Chile relleno and fixings.  Good flavor and not too greasy.
Jasmine's Restaurant,18,When you get their fajatis  you get 2 small tortillas. Simply inadequate amount of tortillas. Then they charge you  1.75 for each addition request of 2 more tortillas. Their food is expensive  was bland tasting  and then they don t give you enough tortillas and charge you even more. Also the service is very slow. Waited 30 minutes to place an order. Had to wait 10 minutes to get more tortillas. My food went cold while waiting. Had to ask waiter 3 times to bring me the tortillas. The place wasn t even that busy so service should have been better.
Jasmine's Restaurant,19,This is well overdue. I am a born  amp  raised Austinite  and have tried just about every place along my life with my family. My mom always has underlined the importance of true Tex-Mex food. ESPECIALLY  the cheese enchilada. Any true Texan can detest that the value of a cheese enchilada is unparalleled. I have visited this spot on occasion when I m in town with my parents and let me just say- The KINDEST employees always willing to give you a friendly hello and amazing service throughout. Their frozen margarita is TOP NOTCH. I am a margarita connoisseur  amp  THIS is the best place to get an amazing frozen marg. The authenticity  Jasmine s offers the most authentic - hole-in-the wall  Mexican experience. I will NEVER turn down a dining experience here  they truly have gotten everything right.
Jasmine's Restaurant,20,This place was absolutely delicious. We were trying to find a place to eat on the way back from Houston and most of the places were closed or not on our route. This was honestly one of the best places we have ate during our vacation. Their salsa was absolutely amazing and actually flavored unlike other places we have been. Their cocktails are amazing  it had a great atmosphere  the food came out quick and it was a great stop for the children who were tired of being stuck in a vehicle. This will be a place we stop at on our next vacation.
Jasmine's Restaurant,21,DO NOT SLEEP ON THIS RESTAURANT  it s easy to pass right by it but the food here is too good  shout out to the nice ladies working hard to sever warm delicious meals  Support Latino owned businesses  juntos sumos mejor  P.s the tortillas here are one of the best
Jasmine's Restaurant,22,Their food is good  and I would typically give four stars. However  I would caution against dining in or ordering for pick up if you are on a tight schedule. Ordered ahead for pick up because I was limited on time.  I was told the order would be ready in 15 mins  which was perfect timing for me to get there  pick up  and be on my way. When I got there  the kitchen was behind and had a large to-go order that was still being fulfilled when I got there.  I was told it would be just a few more minutes  and that turned into 15.  I had a scheduled appointment that this caused me to be late for and it was cancelled. It could not be rescheduled until later this week. I probably would not have been as upset if someone bothered to update me  but I had to flag someone down and ask them to cancel my order due to my time crunch before I was told my order was about to be bagged up. I would give a 3.5  but since I can t  this was closer to a 3 star experience than a 4.
Jasmine's Restaurant,23,Do yourself a favor and stop for a marg and good  They outside might not be what your expecting but don t be mistaken   Chicken enchiladas and frozen margs were amazing  Also enjoyed the chips and spicy salsa 
Jasmine's Restaurant,24,Great family Mexican restaurant.  Read the specials board  the Tamales are excellent but not on the normal menu.  Good honest food at a fair price but nothing fancy.
Jasmine's Restaurant,25,Cold rainy day   Jasmine s Caldo De Res   satisfaction. I also ate the bacon wrapped shrimp.  The food is off the chart delicious. The waiting staff were attentive and sweet and never let my cup get remotely close to empty.  A definite must if ever in Austin Texas. The best part is that if you fly in or out the location is convenient and extremely clean.   Mi Encanta Jasmine s Restaurant   QUE RICO  I will be back  
Jasmine's Restaurant,26,We had a quick trip to Austin and found this delicious restaurant. We ate breakfast and the Huevos rancheros was great. The tortillas were out of this world. My husband ordered the mechacada with a side of nopal and loved it. The service was fast and efficient. Very nice staff.
